AT,V,AP,RH
26.47,47.43,1009.09,54.94
19.35,43.43,1009.4,66.11
33.45,73.88,1006.23,44.14
24.6,75.23,1012.04,76.77
29.96,67.83,1008.0,44.05
21.48,66.91,1008.58,84.49
19.44,48.7,1008.66,94.71
29.86,69.34,1009.61,61.27
28.8,71.58,1010.51,59.87
9.83,41.17,1019.34,72.29
20.35,50.9,1012.6,72.43
7.65,36.3,1016.5,65.51
7.3,43.65,1019.33,67.62
10.35,40.27,1005.09,92.42
17.81,45.0,1022.32,43.84
30.72,69.13,1009.94,61.66
14.47,42.99,1009.78,91.15
13.8,44.34,1019.43,66.74
11.17,40.27,1009.54,74.56
22.55,70.79,1006.19,92.56
10.39,40.22,1009.77,83.27
8.23,41.01,1022.89,98.03
12.3,39.85,1012.59,73.38
29.15,69.48,1008.68,55.78
27.97,68.31,1010.64,55.91
22.7,63.56,1014.32,71.76
18.6,58.71,1009.8,86.42
22.21,45.01,1012.22,54.84
29.37,74.78,1009.47,55.65
27.25,50.05,1006.53,60.64
14.01,42.99,1007.12,69.69
24.66,58.86,1013.86,56.39
29.86,64.79,1017.37,44.8
12.03,40.75,1015.93,85.07
22.58,58.12,1014.88,80.59
30.07,70.98,1007.74,75.68
26.11,73.17,1009.8,65.18
12.72,40.71,1016.02,71.57
21.25,44.05,1005.69,81.87
27.5,68.24,1010.38,73.44
30.57,58.9,1004.54,54.37
25.26,65.61,1014.43,58.35
15.74,71.14,1019.65,65.94
16.0,37.87,1020.24,78.41
18.8,44.71,1016.56,31.29
31.35,70.8,1010.11,66.37
24.2,63.21,1012.25,79.86
19.87,49.69,1012.23,68.57
25.44,65.06,1013.82,55.72
17.39,46.21,1013.94,82.73
25.9,48.92,1009.82,35.42
11.35,40.66,1016.86,96.4
22.59,65.06,1014.36,62.44
10.3,41.46,1018.21,86.17
34.48,74.34,1000.91,42.61
25.63,71.58,1010.14,87.57
26.45,69.13,1001.53,89.64
16.16,52.05,1013.19,75.37
29.16,55.68,1004.84,55.68
13.44,39.39,1012.93,84.29
9.56,41.55,1002.67,70.27
15.29,25.88,1009.21,66.0
15.32,45.01,1013.3,83.72
23.16,69.94,1004.92,68.68
29.92,57.19,1008.62,45.8
18.67,47.83,1005.12,82.97
13.58,49.83,1008.9,86.8
29.08,67.79,1010.91,55.96
20.15,65.59,1014.62,79.39
5.95,35.57,1025.84,77.61
11.91,43.22,1008.75,76.57
24.67,61.5,1009.06,72.77
5.41,45.87,1008.47,97.51
18.19,44.06,1017.24,78.73
12.56,41.4,1019.23,74.26
30.12,74.16,1013.13,63.56
20.03,60.77,1017.23,87.82
8.79,40.67,1019.5,66.3
14.84,71.14,1019.61,66.78
24.65,64.63,1020.52,53.45
26.75,56.57,1013.76,57.93
25.02,60.77,1016.71,69.85
14.02,44.47,1028.02,68.97
6.77,38.18,1017.8,81.13
9.14,37.36,1015.22,78.06
31.16,67.45,1014.69,32.25
22.69,54.2,1012.92,65.55
23.48,66.49,1014.41,62.61
18.26,59.15,1012.38,85.74
14.12,39.4,1008.02,76.45
15.97,45.01,1016.58,83.24
30.56,69.04,1009.29,55.73
29.0,77.54,1011.33,75.13
21.53,59.8,1016.46,74.72
25.69,72.43,1006.86,86.38
24.88,63.31,1014.23,55.76
15.62,41.23,992.89,83.99
13.91,40.24,1017.03,85.93
26.6,63.07,1011.97,61.3
22.99,46.21,1010.71,60.11
23.69,73.67,1007.19,86.73
25.92,50.16,1003.95,71.3
24.86,44.05,1005.69,66.65
28.21,70.8,1010.45,77.92
18.71,54.9,1017.12,74.79
32.96,69.75,1008.86,40.23
20.01,52.9,1018.05,58.88
21.93,57.17,1009.81,81.15
14.77,49.15,1020.56,80.27
25.41,77.54,1009.68,89.09
7.5,40.02,1031.39,82.53
11.98,44.6,1018.59,86.71
13.13,40.75,1016.05,80.87
18.06,52.08,1003.73,100.09
18.68,52.84,1004.65,88.27
29.88,68.08,1011.14,55.78
14.86,44.71,1018.3,49.46
31.38,71.32,1009.17,60.42
18.26,58.96,1014.04,69.7
22.22,59.14,1017.32,83.41
9.44,39.82,1013.26,91.55
21.9,66.54,1004.76,89.99
23.48,70.79,1006.7,88.57
5.85,40.77,1022.44,84.77
27.96,68.51,1007.26,63.21
16.71,46.18,1012.06,96.6
11.03,44.78,1013.16,83.85
5.98,39.61,1017.27,84.86
15.84,49.69,1015.14,90.41
10.07,40.92,1021.43,97.15
10.62,39.58,1011.9,87.85
31.42,69.13,1009.34,57.16
6.39,35.57,1025.53,77.23
19.8,58.79,1017.04,87.71
10.65,41.78,1013.66,70.04
7.4,40.72,1022.56,87.67
25.4,65.34,1013.11,53.93
22.47,59.43,1006.02,85.21
5.65,40.72,1022.46,85.17
11.33,41.16,1019.05,87.13
34.18,78.05,1010.71,66.77
25.92,73.77,1001.27,94.28
27.83,72.29,1012.04,48.86
15.86,38.62,1016.65,67.51
6.67,39.37,1020.31,73.56
9.32,37.73,1022.14,79.49
27.98,71.98,1005.58,81.0
18.47,62.1,1019.86,82.57
32.55,70.94,1006.75,43.15
27.51,49.3,1003.74,61.27
12.12,38.28,1013.7,91.27
26.43,77.17,1008.67,92.59
10.16,40.8,1028.13,86.39
21.85,59.8,1016.89,75.28
11.61,41.17,1019.57,58.82
11.54,45.0,1022.77,80.79
16.77,42.28,1007.53,73.19
16.47,38.01,1022.3,72.29
21.47,65.61,1015.92,76.22
18.99,59.27,1012.15,89.39
24.08,49.3,1003.23,70.42
12.61,43.22,1013.41,78.94
28.07,70.32,1007.17,67.02
27.48,61.41,1012.2,45.06
9.15,44.03,1012.45,81.67
14.66,41.76,1022.12,78.13
26.53,69.71,1009.88,76.26
14.1,39.16,1008.19,74.05
8.16,39.64,1011.21,85.56
32.12,69.98,1013.31,54.3
27.01,65.06,1013.16,53.02
28.22,76.2,1006.11,62.17
14.7,40.8,1025.78,50.96
20.15,58.59,1014.13,91.96
25.93,60.29,1017.62,50.03
22.56,66.48,1003.82,77.46
16.85,39.64,1008.82,80.81
28.11,69.84,1004.68,67.08
32.63,74.99,1002.42,40.07
16.3,39.63,1004.64,85.61
23.38,54.42,1013.95,73.02
20.98,60.1,1011.07,79.44
15.52,40.0,1017.0,66.27
21.25,67.71,1006.9,55.76
24.42,62.66,1007.65,71.57
13.0,48.79,1017.14,85.23
17.36,52.9,1015.42,69.97
21.29,59.04,1012.49,84.23
19.39,68.61,1011.09,96.51
27.9,63.13,1011.8,70.04
12.2,44.77,1018.64,76.1
7.19,39.4,1011.45,90.65
20.79,50.66,1013.39,77.93
9.65,44.68,1022.9,98.08
27.78,73.56,1007.05,95.32
18.11,43.43,1008.65,73.3
25.77,63.31,1012.76,65.98
31.87,71.22,1006.16,45.66
8.13,39.96,1026.07,95.84
29.05,70.32,1011.33,72.5
27.23,63.9,1014.3,47.19
28.0,69.05,1000.82,65.24
21.3,41.1,1001.86,42.75
29.79,77.17,1009.68,64.0
14.45,44.84,1023.28,82.79
30.03,68.84,1011.41,53.82
26.52,65.06,1013.4,51.78
30.54,67.45,1014.37,32.97
6.93,40.67,1020.17,71.16
29.72,68.24,1009.92,66.42
25.42,68.08,1011.2,76.58
25.86,59.07,1008.59,81.28
20.8,50.9,1012.07,73.16
32.98,71.32,1003.67,49.78
9.08,42.49,1010.67,85.35
15.33,42.28,1008.19,66.15
12.63,41.48,1009.61,87.69
16.79,44.6,1014.27,48.08
18.74,59.21,1018.3,91.55
31.23,66.75,1017.48,36.55
15.34,41.23,996.87,86.56
14.55,42.74,1028.41,70.09
19.89,51.43,1007.38,91.79
12.46,40.73,1017.53,93.47
19.65,44.89,1009.76,75.36
15.84,52.72,1026.45,62.57
19.04,50.12,1010.53,100.09
25.99,74.67,1016.59,83.39
28.04,70.32,1011.28,78.16
12.73,44.34,1015.11,93.55
20.38,66.54,1013.95,77.8
30.06,67.25,1017.63,53.59
14.21,39.16,1016.5,85.09
27.46,61.86,1012.39,66.09
30.94,64.44,1014.36,53.76
26.16,52.36,1013.62,58.52
12.99,43.8,1023.16,64.65
22.05,63.31,1012.39,76.95
20.62,68.12,1012.33,79.88
31.95,67.17,1007.11,61.58
13.95,41.49,1019.95,86.46
28.94,62.26,1010.64,50.41
21.78,47.43,1007.88,66.68
15.78,48.6,1007.24,84.23
29.05,64.84,1011.1,51.39
17.55,48.78,1016.81,91.27
22.98,69.84,1005.55,84.1
22.77,69.84,1005.75,84.26
24.1,60.29,1008.2,61.81
11.29,41.5,1013.39,89.15
11.75,41.2,1012.7,89.86
25.03,57.5,1014.96,62.23
12.84,50.59,1020.08,88.08
19.79,51.19,1008.77,94.72
22.32,59.8,1016.82,64.18
29.38,74.9,1003.25,72.19
22.04,69.51,1013.25,56.15
13.56,49.83,1007.01,89.86
7.7,40.35,1011.72,92.88
6.93,39.81,1017.25,87.29
5.71,45.87,1012.04,93.42
27.27,72.24,1010.69,78.09
26.35,59.87,1013.24,73.63
8.27,37.7,1015.09,73.64
26.81,56.57,1013.68,61.6
5.01,39.4,1003.69,91.9
15.67,38.62,1015.76,66.29
32.31,66.44,1009.6,63.92
14.74,44.47,1028.29,67.87
8.72,36.25,1029.31,85.73
14.72,38.91,1015.17,61.75
13.91,44.58,1021.36,78.98
22.56,62.26,1012.11,63.16
20.05,42.48,1012.29,85.09
26.56,56.57,1013.73,63.9
25.02,50.78,1008.79,63.06
26.38,66.49,1013.89,43.06
19.62,52.05,1012.09,50.02
7.55,41.04,1027.03,83.32
23.5,50.78,1008.7,57.7
8.02,41.92,1029.8,92.05
29.87,69.13,1001.08,72.75
22.76,44.05,1006.95,74.07
12.43,43.22,1008.93,77.42
19.83,63.94,1019.81,75.05
5.53,40.64,1020.78,97.25
6.58,43.02,1014.03,84.95
5.72,40.81,1025.78,92.46
25.03,61.86,1012.84,80.85
7.24,38.06,1020.6,85.36
30.47,68.24,1009.55,64.98
30.26,59.22,1013.18,61.08
13.47,44.88,1017.56,93.23
25.01,68.63,1013.76,43.65
13.96,40.83,1009.89,84.86
12.51,49.83,1008.61,94.27
7.0,41.55,1001.43,97.12
18.93,48.6,1005.72,84.92
12.19,40.23,1017.45,82.07
28.24,71.58,1010.1,67.92
25.79,70.4,1007.11,86.03
14.55,44.84,1023.83,87.6
13.32,44.9,1007.72,78.64
20.06,47.03,1013.66,83.23
18.03,53.16,1013.02,81.95
24.6,63.78,1017.25,60.33
26.71,68.3,1015.07,62.7
27.4,69.13,1001.4,82.47
8.11,42.18,1014.82,93.09
23.48,64.15,1021.08,57.77
13.57,41.4,1021.27,72.55
23.41,74.99,1007.22,84.55
22.19,58.49,1010.91,77.03
11.98,39.35,1014.97,98.05
11.61,40.81,1025.68,72.08
13.78,45.51,1015.56,69.92
25.21,49.82,1016.44,63.14
12.07,39.99,1009.7,93.27
13.47,43.34,1012.75,87.04
16.97,42.86,1013.92,74.8
21.26,60.84,1018.43,78.83
22.61,60.27,1018.81,83.27
25.81,66.51,1016.53,62.19
9.77,34.69,1027.72,74.98
29.25,71.94,1007.18,63.62
7.81,39.64,1011.42,86.68
21.29,51.43,1011.31,90.12
16.22,50.88,1014.33,100.09
14.24,39.52,1018.22,77.19
22.7,60.84,1019.15,71.48
26.64,62.44,1011.81,72.46
13.18,37.91,1018.09,88.84
27.71,69.51,1009.65,58.38
25.02,69.75,1010.04,91.86
10.56,40.22,1005.08,89.71
10.8,39.28,1010.7,82.62
28.45,52.84,1006.18,43.16
15.69,37.87,1022.63,87.71
33.37,73.88,1005.8,47.94
28.41,75.6,1018.48,56.07
22.65,60.93,1006.43,85.13
28.72,76.86,999.31,71.74
14.58,41.92,1030.42,61.96
26.37,70.79,1005.31,77.3
20.0,69.48,1011.05,85.51
29.28,75.08,1005.21,59.0
4.93,38.44,1015.65,71.47
5.33,39.33,1009.61,94.97
31.54,67.32,1013.79,36.99
22.78,49.16,1002.29,64.28
15.92,41.79,1006.24,79.42
20.46,54.2,1011.4,84.0
11.09,41.58,1020.99,91.09
28.62,70.32,1008.87,46.67
19.13,59.21,1018.32,89.66
8.53,40.77,1009.85,90.95
33.82,72.29,1008.67,46.95
14.2,38.62,1017.83,77.57
31.84,71.37,1003.51,46.22
30.03,67.9,1006.22,52.61
25.09,57.43,1013.2,70.42
13.93,40.24,1017.88,88.35
23.78,49.3,1003.3,76.56
13.76,45.08,1023.77,80.48
10.07,40.92,1021.84,84.18
13.29,71.14,1019.63,75.09
21.14,67.71,1006.38,56.78
18.55,43.69,1016.84,47.95
22.3,57.19,1006.4,75.28
10.0,39.66,1016.83,78.91
24.7,44.57,1008.24,57.62
20.76,57.25,1011.01,90.31
23.91,50.23,1017.25,68.57
20.03,57.19,1007.31,81.69
22.46,58.49,1011.5,70.54
31.63,69.59,1008.66,61.81
27.75,65.34,1014.8,45.91
11.67,37.73,1021.2,68.88
9.39,39.66,1019.22,75.33
28.31,66.17,1009.75,72.66
15.75,39.0,1015.91,69.58
19.61,56.53,1019.69,77.13
27.16,71.32,1007.81,89.07
31.11,71.8,1010.81,56.08
26.13,47.93,1002.81,66.19
31.35,68.67,1005.26,66.85
11.5,40.22,1010.31,78.08
23.09,51.19,1009.4,81.61
8.81,44.68,1023.06,93.93
27.96,49.16,1004.8,35.64
24.73,74.22,1010.15,79.83
26.17,58.86,1014.52,51.28
27.03,71.14,1010.33,66.25
25.16,57.17,1009.86,75.7
14.32,45.08,1023.24,84.53
20.6,65.12,1015.53,71.57
25.42,73.21,1001.91,93.78
9.99,36.71,1023.57,83.53
28.14,65.34,1014.44,46.17
23.69,71.97,1009.62,93.03
9.53,44.03,1008.87,89.99
9.6,41.82,1032.93,72.63
8.83,41.14,1025.37,94.36
16.0,40.66,1016.12,89.23
12.76,43.7,1015.13,65.34
15.29,41.1,1005.75,85.53
14.43,44.84,1024.34,84.0
23.89,70.04,1011.16,84.9
13.94,47.83,1004.83,81.2
21.35,59.04,1012.28,95.71
6.86,41.17,1020.12,79.14
14.59,42.44,1012.7,83.92
12.81,44.58,1016.49,80.76
10.57,41.55,1003.62,67.89
22.64,59.27,1012.58,83.55
20.84,51.19,1008.63,84.11
19.09,44.63,1019.91,39.32
26.63,62.44,1010.86,70.82
32.36,73.91,1003.88,59.84
12.18,40.1,1016.67,91.87
22.82,60.08,1017.95,65.71
25.01,66.56,1004.55,82.46
24.93,69.05,1001.02,85.14
16.01,43.69,1017.12,62.43
25.15,62.91,1012.23,48.22
11.95,41.58,1015.83,89.35
12.33,39.85,1012.53,66.04
27.51,73.77,1002.42,90.88
17.36,44.63,1020.49,54.21
13.86,37.85,1011.4,89.7
18.22,45.09,1013.62,75.56
23.53,68.94,1007.53,69.17
26.86,71.32,1007.38,81.14
24.55,57.5,1015.36,62.45
12.89,48.14,1017.48,83.95
23.66,62.08,1022.42,64.13
28.44,69.84,1003.25,68.24
19.61,45.01,1014.84,64.42
26.43,75.33,1004.09,86.48
24.04,60.77,1017.62,75.23
29.47,65.51,1014.71,58.28
23.2,48.41,1008.64,80.92
17.35,42.86,1014.62,74.16
18.4,44.06,1017.36,70.88
24.67,70.94,1007.99,75.64
29.04,70.72,1009.55,66.58
29.29,57.19,1008.3,60.11
27.22,66.49,1013.45,42.41
30.75,71.22,1006.47,48.06
23.62,49.21,1014.1,49.54
13.31,40.1,1014.81,82.11
8.95,43.56,1015.04,81.53
23.67,72.24,1011.22,90.45
9.15,39.61,1018.11,75.29
29.17,67.45,1014.1,46.85
27.31,65.12,1016.05,45.98
10.8,41.74,1020.24,78.62
28.94,68.67,1005.39,75.24
10.47,41.06,1022.24,81.16
5.15,35.19,1018.63,93.94
19.19,50.16,1011.12,99.91
9.37,38.56,1016.84,62.07
23.18,59.04,1011.44,79.28
22.04,57.32,1012.54,62.17
21.39,64.27,1011.71,95.39
18.5,51.43,1010.82,92.04
21.99,51.19,1009.19,82.58
16.55,41.93,1022.71,42.73
25.16,54.2,1012.69,58.02
12.41,41.44,1015.46,76.9
19.05,59.21,1017.99,89.53
22.37,41.54,1013.74,72.21
28.01,51.43,1011.6,49.2
16.05,43.14,1010.67,79.36
18.41,42.04,1011.69,64.88
3.82,35.47,1016.62,84.34
13.49,43.41,1015.75,57.86
22.93,51.19,1009.3,82.8
14.54,46.18,1015.29,94.48
15.87,39.31,1009.95,66.78
8.62,39.66,1015.18,89.59
24.28,71.98,1006.34,90.45
22.42,59.43,1007.12,90.56
28.62,63.77,1012.82,55.77
32.13,69.98,1013.3,55.85
18.24,49.5,1014.37,79.36
11.87,40.55,1019.06,94.11
8.66,44.68,1022.99,95.45
15.85,49.69,1015.48,88.65
20.83,70.72,1009.56,89.37
25.35,66.56,1008.75,66.88
23.51,57.32,1012.55,53.6
22.85,47.43,1008.13,66.36
32.2,72.29,1008.61,69.94
20.37,69.48,1011.04,84.31
11.02,38.28,1013.51,95.66
28.04,74.33,1013.53,48.65
24.01,67.17,1007.44,86.87
6.25,39.04,1019.65,71.27
18.82,61.27,1019.5,72.23
14.68,58.2,1018.5,83.3
8.64,38.56,1016.51,66.03
29.72,74.78,1009.32,55.25
14.31,42.86,1031.14,69.6
20.3,62.52,1017.96,75.17
29.42,71.32,1002.26,67.13
25.07,60.27,1018.13,70.33
17.3,42.24,1017.07,64.52
7.65,41.01,1024.31,97.17
29.51,75.6,1017.92,50.61
15.47,48.98,1016.42,89.85
6.22,39.85,1012.05,86.88
16.42,40.56,1020.36,50.62
8.43,40.69,1020.36,87.28
24.58,56.9,1007.08,68.24
13.03,39.52,1016.68,83.09
8.62,42.49,1009.06,86.93
22.86,62.4,1010.59,78.24
21.83,63.13,1013.4,85.82
28.43,63.31,1013.44,49.99
23.85,72.43,1008.01,88.34
9.07,36.3,1015.26,56.81
24.69,71.73,1010.13,70.54
33.71,69.98,1013.09,42.62
9.11,40.02,1031.1,83.02
10.02,39.96,1024.88,96.85
26.19,69.34,1009.48,87.59
22.81,71.85,1009.61,75.17
32.09,72.86,1003.47,54.59
20.77,52.05,1012.22,45.61
9.59,38.91,1011.87,81.3
24.19,68.94,1007.37,70.83
10.68,37.92,1009.59,65.05
28.75,64.69,1007.1,60.37
15.43,38.58,1016.58,81.17
13.96,39.54,1011.05,85.72
19.4,42.44,1013.19,58.63
10.16,41.79,1021.35,52.4
8.77,40.77,1011.54,89.58
28.62,79.74,1008.12,65.39
11.87,44.6,1018.81,84.68
13.24,39.16,1016.52,86.66
12.11,41.17,1019.46,62.59
14.51,42.77,1017.47,81.95
27.23,66.48,1005.23,52.38
15.07,50.88,1014.33,100.12
13.09,41.62,1011.82,83.14
15.25,52.9,1014.86,76.87
18.85,67.32,1012.91,82.37
20.45,59.8,1015.13,79.21
27.7,72.24,1011.02,67.6
24.2,57.85,1013.05,70.29
16.88,43.67,1011.43,73.98
13.69,34.03,1018.45,65.76
15.07,43.48,1015.22,57.74
6.12,40.81,1014.77,88.15
10.05,40.23,1019.71,90.41
24.62,70.47,1010.55,72.71
6.64,35.19,1019.83,76.01
23.55,51.95,1006.0,76.46
32.8,68.67,1005.27,44.53
23.94,63.21,1013.52,83.12
21.92,48.14,1013.44,67.8
12.49,38.25,1012.61,83.32
10.53,40.64,1020.62,98.43
9.52,41.26,1020.55,89.73
18.33,44.34,1019.55,51.69
21.71,65.27,1013.24,63.58
22.21,48.14,1015.08,66.8
21.9,63.13,1011.54,81.83
23.45,70.04,1010.99,79.2
12.91,40.73,1017.66,93.66
12.04,42.34,1019.72,94.67
3.95,35.47,1017.36,84.88
28.71,64.69,1006.52,68.38
16.82,41.66,1010.49,63.14
24.78,57.19,1008.08,65.4
14.82,44.2,1018.98,72.8
17.64,57.76,1016.28,85.04
9.02,38.08,1019.02,69.98
16.07,65.46,1013.88,87.11
6.04,41.14,1027.8,86.4
14.55,41.7,1018.58,80.8
22.41,66.56,1003.3,88.71
15.09,44.34,1019.46,60.49
27.37,76.2,1006.03,67.07
24.26,61.02,1009.78,76.68
16.78,37.2,1011.97,68.94
21.31,50.78,1008.68,85.28
25.22,71.85,1009.78,68.96
10.26,43.14,1019.68,98.97
22.72,64.15,1021.14,60.34
20.76,59.04,1012.51,85.39
11.26,39.35,1015.47,99.28
34.11,73.56,1006.77,45.92
11.71,41.44,1015.37,79.95
7.0,35.77,1018.21,64.84
11.75,40.55,1018.09,97.7
9.76,41.01,1019.66,97.59
30.15,67.32,1013.83,32.8
17.12,68.28,1003.56,94.29
23.87,60.27,1018.94,77.16
23.29,65.61,1014.81,70.27
27.01,67.98,1006.01,67.98
25.67,69.88,1007.84,83.32
21.75,50.12,1009.36,94.41
31.59,58.9,1003.39,47.6
10.46,37.5,1013.12,76.74
14.28,42.74,1028.79,70.67
7.87,42.85,1012.18,94.21
17.35,39.39,1013.18,67.67
10.37,37.83,1006.5,90.99
5.53,35.79,1013.48,94.19
28.6,71.22,1003.15,58.33
18.12,58.95,1017.82,86.16
20.62,48.41,1007.37,87.51
12.74,41.5,1012.94,86.28
16.34,42.28,1008.08,52.8
29.12,67.83,1008.05,46.86
30.51,59.57,1011.08,61.94
17.28,44.06,1018.15,66.93
29.64,54.2,1013.0,39.56
17.62,43.69,1016.49,67.92
14.38,40.1,1015.51,81.23
14.79,39.52,1017.95,71.97
9.23,42.44,1014.34,94.2
31.35,71.97,1008.29,72.26
14.72,43.34,1013.07,85.61
23.76,51.19,1009.69,70.87
11.94,40.66,1016.61,96.11
15.27,41.16,1009.0,84.12
11.15,41.26,1022.67,81.83
27.55,63.13,1012.92,71.29
24.01,50.16,1004.22,75.32
32.81,75.08,1005.09,42.0
21.61,58.62,1017.61,76.07
13.79,42.07,1018.27,88.06
13.1,40.03,1017.79,84.48
21.67,57.76,1018.32,68.21
15.54,41.23,995.45,83.73
20.61,44.63,1008.54,77.54
22.72,50.05,1007.0,88.24
21.08,52.05,1012.28,45.25
27.49,71.94,1006.62,73.35
6.79,39.37,1019.79,72.39
23.24,68.31,1009.71,80.8
25.77,68.08,1010.99,73.58
31.54,71.06,1008.4,71.77
22.12,69.71,1009.7,90.22
27.92,68.3,1015.02,51.04
15.84,41.04,1025.64,63.43
8.75,40.22,1008.96,90.53
10.48,36.71,1023.18,81.37
14.77,39.16,1016.12,81.88
22.07,70.72,1010.52,82.96
32.38,77.24,1007.7,61.15
32.07,71.29,1008.43,44.95
21.93,61.45,1008.92,98.54
29.91,74.9,1003.36,69.34
28.19,62.6,1017.34,46.95
26.16,67.9,1005.81,61.02
28.9,71.25,1000.73,77.24
26.86,68.08,1012.99,50.04
9.91,39.64,1010.57,75.82
27.29,67.32,1013.92,33.41
17.35,39.72,1003.0,64.62
26.62,70.36,1005.15,84.99
14.02,40.1,1015.56,82.44
15.55,43.02,1011.97,44.66
31.26,76.09,1006.66,63.91
27.69,73.91,1005.23,75.71
19.46,42.04,1011.3,60.45
28.09,65.27,1013.27,51.96
25.44,61.25,1012.57,87.65
16.57,41.79,1005.82,72.25
29.77,67.07,1005.82,48.38
21.86,63.09,1016.64,87.94
22.11,59.8,1016.74,73.9
28.42,73.4,1011.39,62.72
11.28,42.44,1014.62,99.78
23.0,60.27,1018.72,84.25
24.2,50.78,1008.74,59.32
7.66,41.92,1031.96,82.48
18.2,49.39,1018.83,96.3
22.36,64.15,1021.05,68.43
17.7,49.21,1015.16,67.91
26.71,77.95,1012.13,77.5
10.45,40.71,1015.68,81.48
8.09,43.02,1014.79,81.06
8.52,38.5,1013.16,64.06
17.61,56.53,1019.5,82.3
8.44,41.17,1019.9,70.72
30.9,70.8,1008.48,67.48
16.38,46.97,1013.6,73.67
23.81,66.51,1016.96,70.16
32.56,68.94,1007.12,58.18
24.35,59.21,1018.21,54.46
13.35,40.27,1005.83,49.75
33.43,69.88,1006.86,44.84
13.66,40.55,1005.46,96.02
15.46,44.6,1017.7,68.2
12.84,40.8,1026.95,69.86
23.09,60.95,1015.02,68.78
25.64,47.01,1014.81,62.29
18.77,39.54,1009.39,63.35
33.38,71.06,1008.1,64.83
11.46,39.82,1012.09,86.2
5.73,40.35,1012.24,91.84
19.69,56.65,1020.79,66.94
20.35,67.71,1005.85,63.97
22.6,69.84,1006.37,79.59
28.37,75.6,1017.48,55.19
19.62,43.56,1012.89,37.6
5.57,42.85,1013.55,92.14
26.47,63.13,1013.72,79.4
22.81,58.96,1013.5,55.66
17.31,58.49,1011.8,92.77
9.18,42.44,1014.52,98.04
4.69,39.42,1024.58,79.35
20.18,43.43,1011.31,65.11
10.76,40.78,1023.81,87.96
7.68,39.96,1023.73,87.48
25.26,61.08,1013.68,71.72
21.86,49.21,1014.61,53.31
9.72,43.41,1016.25,76.39
13.93,40.2,1013.41,89.86
30.09,69.48,1009.51,53.24
6.05,38.68,1017.46,66.13
19.61,56.65,1020.64,63.74
29.67,73.67,1006.48,64.98
13.15,41.14,1026.72,80.31
10.84,40.62,1015.53,60.9
29.64,67.79,1009.99,51.23
20.79,57.32,1012.47,70.09
25.79,67.17,1007.89,81.38
13.9,39.59,1011.84,94.74
29.13,47.93,1002.5,49.1
27.36,58.33,1013.86,56.7
15.28,40.0,1016.65,65.0
12.87,48.04,1012.47,100.13
6.91,39.37,1019.58,71.02
19.51,50.16,1010.33,94.37
10.31,38.18,1018.02,70.1
26.43,66.48,1004.36,55.9
15.61,40.89,1010.48,80.26
27.16,59.87,1011.78,58.84
28.68,61.86,1011.78,62.67
15.82,44.2,1018.96,66.73
29.25,69.98,1010.74,57.42
22.35,58.59,1013.99,79.78
20.77,69.51,1012.96,62.89
23.46,57.85,1012.7,65.54
15.14,44.21,1019.97,83.86
25.71,52.84,1006.32,53.29
31.99,53.53,1004.98,53.53
21.31,58.66,1012.67,69.36
26.85,75.6,1017.43,74.55
4.96,39.4,1003.58,92.22
27.91,72.24,1010.74,70.8
15.2,40.55,1005.0,88.4
22.43,55.97,1008.97,85.98
4.78,42.85,1013.07,94.72
21.32,49.02,1008.81,85.81
11.52,39.18,1023.43,83.29
13.27,40.27,1006.1,40.04
14.68,41.23,998.43,83.71
21.84,58.86,1014.13,69.67
10.15,43.41,1018.4,82.07
13.86,41.58,1020.69,70.74
27.51,63.73,1009.97,66.14
9.45,41.4,1027.34,86.66
32.29,64.96,1002.13,42.61
18.4,43.96,1012.4,77.81
10.38,40.92,1021.53,95.18
28.69,73.18,1012.23,68.57
19.23,41.67,1012.53,48.86
20.6,59.15,1013.32,91.07
17.85,46.48,1007.79,83.59
26.96,72.58,1009.23,89.62
13.2,41.78,1010.49,64.96
20.94,68.12,1012.43,78.2
21.76,60.27,1018.96,85.06
9.51,39.22,1015.3,72.41
14.27,41.48,1014.83,62.7
15.43,39.64,1008.58,87.99
15.15,53.82,1016.34,62.59
9.96,41.55,1002.59,65.86
25.77,62.96,1019.86,58.07
21.7,70.32,1009.12,91.3
21.24,41.67,1012.6,49.27
11.8,41.54,1020.0,65.85
26.28,75.23,1011.44,68.35
13.09,43.02,1013.17,46.73
23.19,45.61,1013.18,73.46
9.53,40.23,1017.74,89.05
23.01,59.44,1012.82,82.62
32.06,75.33,1001.96,63.15
28.16,70.98,1008.51,72.12
13.95,38.73,1003.87,83.94
29.04,60.07,1014.88,47.23
12.28,42.34,1019.19,95.8
14.4,42.99,1010.3,89.72
17.9,58.33,1013.6,85.81
5.25,42.85,1013.75,89.67
22.05,61.27,1019.6,58.83
28.85,68.12,1012.05,46.31
21.58,63.87,1015.27,63.15
10.72,45.0,1023.22,86.95
30.58,68.84,1011.34,51.29
18.28,44.71,1016.99,33.71
30.48,70.04,1010.73,53.7
15.62,58.59,1013.91,97.6
22.72,69.84,1005.96,83.9
7.89,39.37,1016.28,84.66
27.66,59.21,1013.12,51.58
30.25,71.8,1010.87,60.4
17.57,43.7,1015.53,67.22
31.18,69.04,1008.19,49.72
28.18,73.88,1005.89,75.41
8.65,40.56,1023.23,78.85
23.71,60.23,1009.76,90.67
27.06,77.17,1008.71,90.6
10.3,41.79,1021.09,49.39
